Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
61809-13183:Dellin Betances,61809-13183,P,Dellin,Dellin Betances,Betances,3,1,5500,NYM@CIN,NYM,CIN,IL,Shoulder,,,,P
61809-13192:Tony Watson,61809-13192,P,Tony,Tony Watson,Watson,3.78125,32,5500,LAA@OAK,LAA,OAK,,,,,,P
61809-68493:David Hess,61809-68493,P,David,David Hess,Hess,6,4,5500,MIA@WSH,MIA,WSH,,,,,,P
61809-23437:Brooks Raley,61809-23437,P,Brooks,Brooks Raley,Raley,4.527777778,36,5500,CLE@HOU,HOU,CLE,IL,Undisclosed,,,,P
61809-68507:Duane Underwood Jr.,61809-68507,P,Duane,Duane Underwood Jr.,Underwood Jr.,7.655172414,29,5500,PIT@ARI,PIT,ARI,,,,,,P
61809-68511:Keury Mella,61809-68511,P,Keury,Keury Mella,Mella,-3.5,2,5500,PIT@ARI,ARI,PIT,,,,,,P
61809-68510:Amir Garrett,61809-68510,P,Amir,Amir Garrett,Garrett,3.435897436,39,5500,NYM@CIN,CIN,NYM,,,,,,P
61809-68515:Sam Moll,61809-68515,P,Sam,Sam Moll,Moll,3,1,5500,LAA@OAK,OAK,LAA,,,,,,P
61809-39843:Burch Smith,61809-39843,P,Burch,Burch Smith,Smith,4.45,20,5500,LAA@OAK,OAK,LAA,,,,,,P
61809-80804:Tyler Webb,61809-80804,P,Tyler,Tyler Webb,Webb,0.863636364,22,5500,CHC@STL,STL,CHC,,,,,,P
61809-52143:Hunter Harvey,61809-52143,P,Hunter,Hunter Harvey,Harvey,3.555555556,9,5500,BAL@TB,BAL,TB,IL,Lat,,,,P
61809-52146:CJ Edwards,61809-52146,P,CJ,CJ Edwards,Edwards,2,7,5500,BOS@TOR,TOR,BOS,IL,Oblique,,,,P
61809-68530:Jarlin Garcia,61809-68530,P,Jarlin,Jarlin Garcia,Garcia,6.592592593,27,5500,SF@LAD,SF,LAD,,,,,,P
61809-70578:Cody Reed,61809-70578,P,Cody,Cody Reed,Reed,3.166666667,12,5500,BAL@TB,TB,BAL,IL,Shoulder,,,,P
61809-52148:Pierce Johnson,61809-52148,P,Pierce,Pierce Johnson,Johnson,5.542857143,35,5500,SD@ATL,SD,ATL,,,,,,P
61809-70585:Richard Bleier,61809-70585,P,Richard,Richard Bleier,Bleier,4.41025641,39,5500,MIA@WSH,MIA,WSH,,,,,,P
61809-68541:Taylor Williams,61809-68541,P,Taylor,Taylor Williams,Williams,6.2,5,5500,SD@ATL,SD,ATL,IL,Knee,,,,P
61809-68545:Stephen Tarpley,61809-68545,P,Stephen,Stephen Tarpley,Tarpley,-6,1,5500,NYM@CIN,NYM,CIN,,,,,,P
61809-80832:Trevor Hildenberger,61809-80832,P,Trevor,Trevor Hildenberger,Hildenberger,3.5,2,5500,SF@LAD,SF,LAD,,,,,,P
61809-68548:Edwin Diaz,61809-68548,P,Edwin,Edwin Diaz,Diaz,6.289473684,38,5500,NYM@CIN,NYM,CIN,,,,,,P
61809-68555:Brent Honeywell Jr.,61809-68555,P,Brent,Brent Honeywell Jr.,Honeywell Jr.,4.333333333,3,5500,BAL@TB,TB,BAL,,,,,,P
61809-5069:Craig Stammen,61809-5069,P,Craig,Craig Stammen,Stammen,7,42,5500,SD@ATL,SD,ATL,,,,,,P
61809-68556:Dillon Tate,61809-68556,P,Dillon,Dillon Tate,Tate,5.225806452,31,5500,BAL@TB,BAL,TB,,,,,,P
61809-80849:Adam Kolarek,61809-80849,P,Adam,Adam Kolarek,Kolarek,1.25,12,5500,LAA@OAK,OAK,LAA,,,,,,P
61809-52177:Jesse Biddle,61809-52177,P,Jesse,Jesse Biddle,Biddle,4.375,8,5500,SD@ATL,ATL,SD,,,,,,P
61809-5074:Tyler Clippard,61809-5074,P,Tyler,Tyler Clippard,Clippard,5.538461538,26,5500,PIT@ARI,ARI,PIT,IL,Shoulder,,,,P
61809-13271:Will Smith,61809-13271,P,Will,Will Smith,Smith,5.756097561,41,5500,SD@ATL,ATL,SD,,,,,,P
61809-52184:Matt Wisler,61809-52184,P,Matt,Matt Wisler,Wisler,6.058823529,34,5500,BAL@TB,TB,BAL,,,,,,P
61809-82911:Adam Cimber,61809-82911,P,Adam,Adam Cimber,Cimber,4.421052632,38,5500,BOS@TOR,TOR,BOS,,,,,,P
61809-52191:Kyle Crick,61809-52191,P,Kyle,Kyle Crick,Crick,3.925925926,27,5500,PIT@ARI,PIT,ARI,,,,,,P
61809-52192:Luke Jackson,61809-52192,P,Luke,Luke Jackson,Jackson,4.65,40,5500,SD@ATL,ATL,SD,,,,,,P
61809-70624:Chris Stratton,61809-70624,P,Chris,Chris Stratton,Stratton,6.394736842,38,5500,PIT@ARI,PIT,ARI,,,,,,P
61809-52196:A.J. Cole,61809-52196,P,A.J.,A.J. Cole,Cole,7,6,5500,BOS@TOR,TOR,BOS,IL,Oblique,,,,P
61809-70629:Jacob Barnes,61809-70629,P,Jacob,Jacob Barnes,Barnes,4.769230769,26,5500,BOS@TOR,TOR,BOS,,,,,,P
61809-82923:Luke Bard,61809-82923,P,Luke,Luke Bard,Bard,4.166666667,6,5500,LAA@OAK,LAA,OAK,IL,Hip,,,,P
61809-82924:Tim Hill,61809-82924,P,Tim,Tim Hill,Hill,5.044444444,45,5500,SD@ATL,SD,ATL,,,,,,P
61809-68590:Javy Guerra,61809-68590,P,Javy,Javy Guerra,Guerra,2.642857143,14,5500,SD@ATL,SD,ATL,IL,Elbow,,,,P
61809-68592:Francis Martes,61809-68592,P,Francis,Francis Martes,Martes,,,5500,CLE@HOU,HOU,CLE,,,,,,P
61809-5107:Sergio Romo,61809-5107,P,Sergio,Sergio Romo,Romo,4.368421053,38,5500,LAA@OAK,OAK,LAA,,,,,,P
61809-13312:Ryan Brasier,61809-13312,P,Ryan,Ryan Brasier,Brasier,5.52,25,5500,BOS@TOR,BOS,TOR,IL,Concussion,,,,P
